fold,encoder_method,stage,epoch,train_loss,validation_loss,loss,train_valid_anchor_pct,train_positive_pair_count,train_hard_negative_pair_count,validation_valid_anchor_pct,validation_positive_pair_count,validation_hard_negative_pair_count,valid_anchor_pct,positive_pair_count,hard_negative_pair_count
3,vanilla,inner_selection,13,0.0728990466566756,2.655262678861618,,,,,,,,,,
3,vanilla,inner_selection,14,0.0778827213376644,2.6777958452701567,,,,,,,,,,
3,vanilla,inner_selection,15,0.0800205988503876,2.6724422335624696,,,,,,,,,,
3,vanilla,inner_selection,16,0.0709935165330534,2.693452483415604,,,,,,,,,,
3,vanilla,outer_refit,1,,,0.9005963858682662,,,,,,,,,
3,vanilla,outer_refit,2,,,0.2271618886967189,,,,,,,,,
3,vanilla,outer_refit,3,,,0.145745551467553,,,,,,,,,
3,vanilla,outer_refit,4,,,0.1176253539510071,,,,,,,,,
3,vanilla,outer_refit,5,,,0.0992652364788227,,,,,,,,,
3,vanilla,outer_refit,6,,,0.097169004160969,,,,,,,,,
3,vanilla,outer_refit,7,,,0.0881732090740115,,,,,,,,,
3,vanilla,outer_refit,8,,,0.0899263978237286,,,,,,,,,
3,vanilla,outer_refit,9,,,0.082379243455216,,,,,,,,,
3,vanilla,outer_refit,10,,,0.0824438884563278,,,,,,,,,
3,vanilla,outer_refit,11,,,0.0786192160761856,,,,,,,,,
3,vanilla,outer_refit,12,,,0.0724819985844078,,,,,,,,,
3,vanilla,outer_refit,13,,,0.0775853989864117,,,,,,,,,
3,guided,inner_selection,1,1.050821179151535,2.0394204132258893,,1.0,4269.3,7.15,0.9837890625,3631.1,2007.4,,,
3,guided,inner_selection,2,0.9483955800533296,2.3036889001727103,,0.996875,4285.15,7.15,0.9837890625,3631.1,2007.4,,,
3,guided,inner_selection,3,0.9168395146727562,2.1510487534105778,,0.996875,4292.9,7.2,0.9837890625,3631.1,2007.4,,,
3,guided,inner_selection,4,0.8936647936701775,2.319075871258974,,0.996875,4279.15,7.95,0.9837890625,3631.1,2007.4,,,
3,guided,outer_refit,1,,,1.072189176082611,,,,,,,0.99375,4359.4,6.25
4,vanilla,inner_selection,1,0.5610794844746124,3.106473559141159,,,,,,,,,,
4,vanilla,inner_selection,2,0.1801220235414803,2.9146640449762344,,,,,,,,,,
4,vanilla,inner_selection,3,0.1289979840941669,2.8715291172266006,,,,,,,,,,
4,vanilla,inner_selection,4,0.1091991337831132,2.833820939064026,,,,,,,,,,
4,vanilla,inner_selection,5,0.0989246354321949,2.796200492978096,,,,,,,,,,
4,vanilla,inner_selection,6,0.0917281591217033,2.809994786977768,,,,,,,,,,
4,vanilla,inner_selection,7,0.0865658459049882,2.764066198468208,,,,,,,,,,
4,vanilla,inner_selection,8,0.0868624391034245,2.761309844255448,,,,,,,,,,
4,vanilla,inner_selection,9,0.0853022671159124,2.719544976949692,,,,,,,,,,
4,vanilla,inner_selection,10,0.0872848815073666,2.7093287467956544,,,,,,,,,,
4,vanilla,inner_selection,11,0.0801390423977864,2.717802095413208,,,,,,,,,,
4,vanilla,inner_selection,12,0.0800860452756751,2.7119185268878936,,,,,,,,,,
4,vanilla,inner_selection,13,0.0747212929476518,2.703238999843597,,,,,,,,,,
4,vanilla,inner_selection,14,0.0724725376741844,2.662836956977844,,,,,,,,,,
4,vanilla,inner_selection,15,0.0717269586544716,2.672593757510185,,,,,,,,,,
4,vanilla,inner_selection,16,0.078001611540094,2.674843153357506,,,,,,,,,,
4,vanilla,inner_selection,17,0.0727125932957278,2.6629827708005904,,,,,,,,,,
4,vanilla,outer_refit,1,,,0.7619833148870384,,,,,,,,,
4,vanilla,outer_refit,2,,,0.1810702757909894,,,,,,,,,
4,vanilla,outer_refit,3,,,0.1311287466145586,,,,,,,,,
4,vanilla,outer_refit,4,,,0.1127538462751545,,,,,,,,,
