method,regime_method,regime,feature,feature_family,mean_gain_share,std_gain_share,mean_split_share,mean_shap_share,folds_seen,mean_train_rows,rank_within_model_regime
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,1,ret_60h,momentum,0.06462756070330232,0.010556973501300441,0.06058098511876486,0.053697029225532364,18,6022.055555555556,6
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,1,ret_autocorr,momentum,0.06359947886709416,0.01201426438834304,0.06598330247030143,0.05917648678030593,18,6022.055555555556,5
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,1,ret_dispersion,momentum,0.045086502419785485,0.008032469159523282,0.05027215970678988,0.04033900724261361,18,6022.055555555556,12
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,1,rsi_14,technical_state,0.028201827911324386,0.00684012897441617,0.03346246367092915,0.023135645089184143,18,6022.055555555556,20
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,1,skewness,distribution_shape,0.059669920284883,0.007061829884131457,0.06169154071317774,0.048659140910235064,18,6022.055555555556,7
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,1,spread_proxy,microstructure,0.024182575739076482,0.0065923424119501564,0.026707685312096396,0.03127234731028546,18,6022.055555555556,14
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,1,vol_20h,volatility,0.1354549596504287,0.023489626146097377,0.08516100836346742,0.15600659910774778,18,6022.055555555556,1
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,1,vol_5h,volatility,0.038856426366419505,0.004684257340499283,0.04774398387946112,0.042085512379707285,18,6022.055555555556,9
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,1,vol_of_vol,volatility,0.09004781267080561,0.016743720191195726,0.0780288884163244,0.09014923608708048,18,6022.055555555556,2
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,1,volume_zscore,liquidity_volume,0.033670860538991765,0.009169253711278224,0.034167929376555974,0.041951274021688106,18,6022.055555555556,10
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,2,amihud,liquidity_volume,0.0231526732382179,0.007345226891568583,0.02984308843671298,0.030697151788020443,18,5432.888888888889,15
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,2,atr_14,volatility,0.08067923201038674,0.017600457018847392,0.07602430572158578,0.06139886905656289,18,5432.888888888889,3
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,2,bband_pct_b,technical_state,0.025627699198443862,0.003249277988105309,0.029059483038198736,0.02833090989338707,18,5432.888888888889,18
