benchmark,method,threshold,transaction_cost_bps,Sharpe,drawdown,turnover,total_return,n_trades,n_return_observations,rebalance_offset_utc,signal_IC,n_test_rows
phase41b_classical_candidates,regime_lgbm_kmeans,0.05,40.0,-2.855063362204104,-0.19473864528690216,0.04680555555555556,-0.1913098702426389,2636,1440,0,0.0028389782281130213,230400
phase41b_classical_candidates,regime_lgbm_vol_bucket,0.05,40.0,-3.261099523707583,-0.2307573541035156,0.05314236111111111,-0.22400801513265256,2988,1440,0,0.005161446312954075,230400
phase39r_repaired_neural,global_lgbm,0.05,40.0,-2.3365717403498727,-0.17199008617863365,0.039461805555555556,-0.16421589339647225,2245,1440,0,0.005806823922675498,230400
phase39r_repaired_neural,regime_lgbm_contrastive,0.05,40.0,-3.897795214211653,-0.2596674268375999,0.05388888888888889,-0.25505458487705035,3032,1440,0,0.004023349250616495,230400
phase39r_repaired_neural,regime_lgbm_contrastive_hmm,0.05,40.0,-4.576073691780677,-0.2933706918706992,0.059618055555555556,-0.29291130256065934,3326,1440,0,-0.0013281958614115331,230400
phase39r_repaired_neural,regime_lgbm_hmm,0.05,40.0,-3.2446666050634034,-0.2715165680555459,0.061649305555555554,-0.25360211240446984,3454,1440,0,0.00464733697235591,230400
phase39r_repaired_neural,regime_lgbm_hmm_guided_gmm,0.05,40.0,-4.481965086903622,-0.31871872104641563,0.0665625,-0.31711855072242856,3706,1440,0,0.0017550835484026303,230400
phase39r_repaired_neural,regime_lgbm_hmm_guided_hmm,0.05,40.0,-4.3398206245274755,-0.30819168015959447,0.06737847222222222,-0.299001524802905,3748,1440,0,0.0002813590661404989,230400
phase39r_repaired_neural,regime_lgbm_kmeans,0.05,40.0,-3.4096458819883235,-0.241223108833542,0.05880208333333333,-0.23893255959909254,3293,1440,0,0.003994183873760386,230400
phase39r_repaired_neural,regime_lgbm_vol_bucket,0.05,40.0,-4.000400586068884,-0.2943858174968592,0.07112847222222222,-0.2842220996954029,3952,1440,0,0.004713485736695823,230400
phase41b_classical_candidates,global_lgbm,0.075,5.0,0.5279691337027254,-0.029063781334295657,0.0271875,0.03244946204624766,1551,1440,0,0.004830949258108129,230400
phase41b_classical_candidates,regime_lgbm_hmm,0.075,5.0,-0.043472053747499,-0.0459456808859188,0.04119791666666667,-0.004775907257249745,2329,1440,0,0.0022558162774711536,230400
phase41b_classical_candidates,regime_lgbm_kmeans,0.075,5.0,0.46731241413161223,-0.03334186198547374,0.03892361111111111,0.030319861967411432,2204,1440,0,0.003332279009909778,230400
