method,regime_method,target,horizon,fold,IC,mean_asset_IC,median_asset_IC,cross_sectional_IC,median_cross_sectional_IC,pooled_IC,signal_IC,n_asset_IC,n_cross_sectional_IC,Sharpe,drawdown,turnover,total_return,n_trades,n_return_observations,rebalance_offset_utc,n_test_rows,accuracy,balanced_accuracy
regime_lgbm_hmm,hmm,tb_label_8h,8h,11,-0.030554116160044463,-0.030554116160044463,-0.037192522615249274,-0.00886142272830684,-0.025064463063106675,-0.02421352235552279,-0.0053677850328756405,20,720,4.703754779443476,-0.009243052824429318,0.07833333333333334,0.024165099935279377,271,90,0,14400,0.5775694444444445,0.36534536182068106
regime_lgbm_hmm,hmm,tb_label_8h,8h,12,-0.037625497959095956,-0.037625497959095956,-0.05117565375952288,-0.0002686404223811969,-0.007106632330040337,-0.02948509223042876,0.03016716032530432,20,720,0.17366203597367993,-0.017725612693668118,0.06777777777777778,0.000778128077816298,240,90,0,14400,0.5790972222222223,0.36303920086543945
regime_lgbm_hmm,hmm,tb_label_8h,8h,13,-0.07485414289914841,-0.07485414289914841,-0.08101751967764337,0.008910858257969966,-0.0023267256246873847,-0.06865175070117223,-0.0003181310250130041,20,720,-4.16345708695465,-0.02614121284626343,0.04416666666666667,-0.018495938275236323,156,90,0,14400,0.5602083333333333,0.35164663758924725
regime_lgbm_hmm,hmm,tb_label_8h,8h,14,0.00643949006415153,0.00643949006415153,0.014642097539747621,0.008556091390976229,0.010485708003280967,-0.0017883384359132471,0.006509361697339197,20,720,3.959160450877314,-0.009486577948290801,0.07527777777777778,0.024165498895119875,261,90,0,14400,0.5558333333333333,0.35329424111151525
regime_lgbm_hmm,hmm,tb_label_8h,8h,15,-0.052115462531560096,-0.052115462531560096,-0.0724579686515237,0.022305751433679806,0.0029889774725487595,-0.018543539291922696,-0.016010196151252147,20,720,-3.728546712197293,-0.02038793251279935,0.09527777777777778,-0.012164803084439346,328,90,0,14400,0.5721527777777777,0.36472249871664836
regime_lgbm_hmm,hmm,tb_label_8h,8h,16,-0.011185234501139018,-0.011185234501139018,-0.019118618429336792,0.007099103917209917,0.000154175579415999,-0.019823355937654115,0.004984490725312263,20,720,-5.355581380531695,-0.02183842674611888,0.04666666666666667,-0.015338984503343145,165,90,0,14400,0.5442361111111111,0.35265931678115375
regime_lgbm_hmm_guided_gmm,hmm_guided_gmm,tb_label_8h,8h,1,-0.031219762765990623,-0.031219762765990623,-0.045858693100883585,-0.007644391030231364,0.00019404486378297292,-0.0182048203502274,0.016367999502239796,20,720,-0.4907869634279051,-0.03967446362941037,0.07972222222222222,-0.005239574781912393,276,90,0,14400,0.5738194444444444,0.35687272993620534
regime_lgbm_hmm_guided_gmm,hmm_guided_gmm,tb_label_8h,8h,2,0.03346864431332919,0.03346864431332919,0.0301861915364713,0.03895868209549823,0.04106616238560355,0.032360449497434655,0.022106972728037005,20,720,0.190589871026465,-0.010699104296670843,0.07444444444444444,0.0006980556769615731,261,90,0,14400,0.5620138888888889,0.3569851229372743
regime_lgbm_hmm_guided_gmm,hmm_guided_gmm,tb_label_8h,8h,3,0.018370265756118838,0.018370265756118838,0.01405609403420945,-0.02518440103496886,-0.024409268524297013,0.022795490302675726,-0.021663307501816234,20,720,-4.459418298090308,-0.030655724060126836,0.08277777777777778,-0.02718068082647307,290,90,0,14400,0.5534722222222223,0.3592562525359786
regime_lgbm_hmm_guided_gmm,hmm_guided_gmm,tb_label_8h,8h,4,-0.03682902141582679,-0.03682902141582679,-0.05588929049236801,-0.029987828796678,-0.04382057724820761,-0.025136023780905927,-0.012083836085209899,20,720,-4.977384933850517,-0.01391846325088377,0.06861111111111111,-0.0126551949872441,242,90,0,14400,0.5509027777777777,0.35383429015322826
regime_lgbm_hmm_guided_gmm,hmm_guided_gmm,tb_label_8h,8h,5,0.00579696678185237,0.00579696678185237,0.004663032905732879,-0.010297374917695059,-0.015306253314627281,0.015131743443941647,0.009544031801308629,20,720,1.1930366899605742,-0.024673639169458292,0.0775,0.0077339552603079564,270,90,0,14400,0.56625,0.36060905355024137
regime_lgbm_hmm_guided_gmm,hmm_guided_gmm,tb_label_8h,8h,6,-0.01802357928558323,-0.01802357928558323,-0.03861145153379966,0.0179383200955058,0.010820851625967834,-0.011560203244743833,-0.012147137858918943,20,720,-3.947160526152874,-0.017993347591890693,0.03777777777777778,-0.011610822222549277,128,90,0,14400,0.5575694444444445,0.3464883863084917
regime_lgbm_hmm_guided_gmm,hmm_guided_gmm,tb_label_8h,8h,7,-0.048228844945593666,-0.048228844945593666,-0.024784791779301953,-0.02333276711341768,-0.0269783292029628,-0.04534885435498433,-0.01239877798577612,20,720,-6.319052125649018,-0.014640597047950073,0.05277777777777778,-0.013927212517528043,185,90,0,14400,0.5622916666666666,0.3472121187845341
regime_lgbm_hmm_guided_gmm,hmm_guided_gmm,tb_label_8h,8h,8,0.010460820693564053,0.010460820693564053,0.00295983861076038,0.0076827201304954015,0.0035318825630726853,0.015321981132492113,0.019931983959703574,20,720,1.6032602668152223,-0.011186968242973022,0.07138888888888889,0.008160105683147068,249,90,0,14400,0.5584722222222223,0.35709314248721863
regime_lgbm_hmm_guided_gmm,hmm_guided_gmm,tb_label_8h,8h,9,0.03286517332839829,0.03286517332839829,0.03225209111111618,0.025969251086413077,0.022528093893538922,0.032907959254787685,0.009119087852945627,20,720,0.324235560407201,-0.026163593772810908,0.03138888888888889,0.0019634971395687817,110,90,0,14400,0.573125,0.3453773571435141
regime_lgbm_hmm_guided_gmm,hmm_guided_gmm,tb_label_8h,8h,10,-0.06112108287969008,-0.06112108287969008,-0.05532369157187149,-0.020578712013141036,-0.02643079561224175,-0.056920268592713916,0.0025700847008476206,20,720,-3.7763996612735498,-0.01736801635471074,0.03305555555555555,-0.012812123587349178,117,90,0,14400,0.5952083333333333,0.34513358859630316
regime_lgbm_hmm_guided_gmm,hmm_guided_gmm,tb_label_8h,8h,11,-0.0178020476064348,-0.0178020476064348,-0.025263215945005017,-0.020844573508932356,-0.0256740175804851,-0.014687715365526825,0.008693583275050683,20,720,1.8097841466362306,-0.01626364191468599,0.08527777777777777,0.009164798532069529,297,90,0,14400,0.5722222222222222,0.3616624888908666
regime_lgbm_hmm_guided_gmm,hmm_guided_gmm,tb_label_8h,8h,12,-0.04390299588843364,-0.04390299588843364,-0.04559167692119262,-0.007982168158023615,-0.028694008655833936,-0.031230945245224937,0.013030334338209219,20,720,-1.8129272823594196,-0.027240225340485612,0.07722222222222222,-0.012532724484604074,267,90,0,14400,0.5777777777777777,0.36619229781276136
regime_lgbm_hmm_guided_gmm,hmm_guided_gmm,tb_label_8h,8h,13,-0.044788776120467014,-0.044788776120467014,-0.03738600495943806,0.023678287344075555,0.0346909257417056,-0.040717248894612056,-0.004846897628609669,20,720,-1.230022265776311,-0.007776891848351373,0.045,-0.00328863701597093,160,90,0,14400,0.5539583333333333,0.34555692883234984
regime_lgbm_hmm_guided_gmm,hmm_guided_gmm,tb_label_8h,8h,14,6.746634832026218e-05,6.746634832026218e-05,0.00939466269597381,-0.004239774712675974,-0.021281873112207327,-0.005773562994689759,-0.005997230030985255,20,720,1.3876788728865286,-0.018958220485766224,0.08694444444444445,0.008506083661988129,298,90,0,14400,0.5522222222222222,0.3570981006441063
